followee,country,count,rank
45621423,Slovakia,17,4
51241574,Bolivia,17,49
53059376,Israel,17,94
56377143,Slovakia,17,5
56377143,The Azores,17,5
74286565,Solomon Islands,17,60
78010944,Belarus,17,44
91478624,Bulgaria,17,41
136361303,Solomon Islands,17,61
155659213,Israel,17,95
155659213,Myanmar,17,40
169108336,Belarus,17,45
173992307,Israel,17,96
173992307,Croatia,17,43
180505807,Solomon Islands,17,62
216289357,Israel,17,97
222782095,Bolivia,17,50
292538365,Israel,17,98
297169759,Bolivia,17,51
368157378,Belarus,17,46
377939666,Israel,17,99
487118986,Peru,17,78
1339835893,Israel,17,100
428333,Tonga,16,16
742143,Croatia,16,44
759251,Bulgaria,16,42
813286,The Azores,16,6
2097571,Solomon Islands,16,63
2459371,Bulgaria,16,43
2467791,Fiji,16,82
2557521,Fiji,16,83
5988062,Czech Republic,16,84
5988062,Bolivia,16,52
6017542,Peru,16,79
7212562,Latvia,16,11
11348282,Myanmar,16,41
11348282,Mongolia,16,43
11856482,Czech Republic,16,85
14159148,Belarus,16,47
14159148,Mongolia,16,44
14159148,Liberia,16,10
14293310,Bulgaria,16,44
14363353,Czech Republic,16,86
14363353,Bulgaria,16,45
14363353,Croatia,16,45
14589119,Uzbekistan,16,1
14677919,Solomon Islands,16,64
14872237,Peru,16,80
16211434,Fiji,16,84
16211434,Bulgaria,16,46
16365636,Peru,16,81
16409683,Peru,16,82
17219108,Croatia,16,46
17471979,Bolivia,16,53
17471979,Mongolia,16,45
18148907,Czech Republic,16,87
18332190,Mongolia,16,46
18909186,Tonga,16,17
19106719,Solomon Islands,16,65
20626359,Tonga,16,18
21111883,Fiji,16,85
21447363,Bolivia,16,54
21447363,Tonga,16,19
21643040,Croatia,16,47
21764143,Belarus,16,48
21764143,Latvia,16,12
21764143,Slovakia,16,6
22919665,Solomon Islands,16,66
23375688,Solomon Islands,16,67
23413363,Belarus,16,49
24016767,Czech Republic,16,88
26223583,Croatia,16,48
27067896,Bulgaria,16,47
27260086,Fiji,16,86
28785486,Bolivia,16,55
30313925,Czech Republic,16,89
33875003,Hungary,16,45
33933259,Peru,16,83
36184220,Czech Republic,16,90
38676903,Slovakia,16,7
44409004,Peru,16,84
44409004,Myanmar,16,42
44886859,Fiji,16,87
45621423,Lithuania,16,2
48776237,Croatia,16,49
50393960,Croatia,16,50
50393960,Liberia,16,11
50393960,The Azores,16,7
60327493,Belarus,16,50
73301369,Belarus,16,51
74286565,Bulgaria,16,48
79293791,Bolivia,16,56
85603854,Solomon Islands,16,68
85603854,Fiji,16,88
87818409,Fiji,16,89
87818409,Myanmar,16,43
91478624,Mongolia,16,47
101743223,Bolivia,16,57
133880286,Solomon Islands,16,69
138814032,Bolivia,16,58
145125358,Fiji,16,90
146500034,Hungary,16,46
148711787,Belarus,16,52
173992307,Bulgaria,16,49
180505807,Peru,16,85
180505807,Myanmar,16,44
243381107,Solomon Islands,16,70
245956466,Belarus,16,53
259925559,Czech Republic,16,91
259925559,Peru,16,86
268414482,Fiji,16,91
275558381,Belarus,16,54
343627165,Myanmar,16,45
344634424,Czech Republic,16,92
348379865,Peru,16,87
487118986,Bolivia,16,59
1244602586,Belarus,16,55
1944241932,Myanmar,16,46
428333,Liberia,15,12
742143,The Azores,15,8
759251,Croatia,15,51
783214,Liberia,15,13
807095,Slovakia,15,8
807095,The Azores,15,9
807095,Georgia,15,2
813286,Bulgaria,15,50
813286,Croatia,15,52
972651,Solomon Islands,15,71
1652541,Hungary,15,47
1652541,Bulgaria,15,51
1774391,Fiji,15,92
1774391,Bulgaria,15,52
2367911,Myanmar,15,47
2425151,Myanmar,15,48
2467791,Belarus,15,56
2467791,Mongolia,15,48
3108351,Belarus,15,57
5402612,The Azores,15,10
5520952,Bolivia,15,60
5920532,Liberia,15,14
5988062,Hungary,15,48
6017542,Myanmar,15,49
7230492,Hungary,15,49
9676212,Czech Republic,15,93
10228272,Mongolia,15,49
10933662,Croatia,15,53
11348282,Belarus,15,58
11348282,Bolivia,15,61
11348282,Croatia,15,54
12397052,Croatia,15,55
14159148,Czech Republic,15,94
14293310,Belarus,15,59
14436030,Bolivia,15,62
14589119,Mongolia,15,50
14589119,Estonia,15,1
15012486,Fiji,15,93
15066760,Solomon Islands,15,72
15066760,Hungary,15,50
15425377,Lithuania,15,3
15439395,Solomon Islands,15,73
15485441,Belarus,15,60
15670515,Bolivia,15,63
16031536,Croatia,15,56
17021282,Hungary,15,51
17093617,Czech Republic,15,95
17093617,Fiji,15,94
17919972,Mongolia,15,51
18332190,Lithuania,15,4
18676177,Solomon Islands,15,74
18863815,Peru,15,88
18909186,Mongolia,15,52
18909186,Lithuania,15,5
19110632,Bulgaria,15,53
19280972,Bulgaria,15,54
19397785,Croatia,15,57
20626359,Solomon Islands,15,75
20626359,Latvia,15,13
20760232,Latvia,15,14
21214705,Croatia,15,58
21401523,Slovakia,15,9
21447363,Czech Republic,15,96
21447363,Hungary,15,52
21759987,Czech Republic,15,97
21887420,Bulgaria,15,55
22090282,Bulgaria,15,56
22536055,Liberia,15,15
22536055,The Azores,15,11
23375688,Peru,15,89
23543947,Tonga,15,20
23617610,Solomon Islands,15,76
23617610,Fiji,15,95
23765365,Myanmar,15,50
25073877,Fiji,15,96
25103967,Bolivia,15,64
26223583,Slovakia,15,10
26462022,Croatia,15,59
26565946,Belarus,15,61
26565946,Myanmar,15,51
27042513,Solomon Islands,15,77
27067896,Bolivia,15,65
27260086,Belarus,15,62
27860681,Myanmar,15,52
28785486,Peru,15,90
29820945,Croatia,15,60
30313925,Myanmar,15,53
33933259,Belarus,15,63
36184220,Myanmar,15,54
38266652,Hungary,15,53
50393960,Czech Republic,15,98
51241574,Czech Republic,15,99
51241574,Solomon Islands,15,78
51241574,Croatia,15,61
52032722,Belarus,15,64
52551600,Peru,15,91
56377143,Tonga,15,21
63702377,Hungary,15,54
65444625,Bolivia,15,66
73992972,Myanmar,15,55
74286565,Myanmar,15,56
79293791,Belarus,15,65
85426644,Bolivia,15,67
87818409,Peru,15,92
91478624,Belarus,15,66
91478624,Myanmar,15,57
96083073,Belarus,15,67
101743223,Bulgaria,15,57
105082141,Bolivia,15,68
106062176,The Azores,15,12
119002935,Slovakia,15,11
124476322,The Azores,15,13
128804093,Latvia,15,15
133880286,Georgia,15,3
137252375,Croatia,15,62
140324159,Belarus,15,68
152641509,Belarus,15,69
185314895,Solomon Islands,15,79
202608931,Myanmar,15,58
216289357,Belarus,15,70
218730857,Liberia,15,16
218730857,Slovakia,15,12
256930894,Belarus,15,71
260907612,Fiji,15,97
260907612,Tonga,15,22
260907612,Slovakia,15,13
274087824,Bolivia,15,69
280172306,Belarus,15,72
281376243,Belarus,15,73
285332860,Myanmar,15,59
297169759,Peru,15,93
311932430,Belarus,15,74
333925878,Belarus,15,75
344634424,Peru,15,94
382267114,Myanmar,15,60
398593054,Belarus,15,76
821045162,Slovakia,15,14
821045162,Georgia,15,4
1339835893,Solomon Islands,15,80
30973,Bulgaria,14,58
428333,The Azores,14,14
742143,Liberia,14,17
759251,The Azores,14,15
807095,Tonga,14,23
1367531,Mongolia,14,53
1379801,Latvia,14,16
1652541,The Azores,14,16
2097571,Czech Republic,14,100
2097571,Belarus,14,77
2097571,Hungary,14,55
2367911,Peru,14,95
2467791,Hungary,14,56
2803191,Bulgaria,14,59
5402612,Tonga,14,24
5402612,Liberia,14,18
5920532,Slovakia,14,15
5988062,Bulgaria,14,60
6017542,Bolivia,14,70
6449282,Fiji,14,98
8161232,Bolivia,14,71
8161232,Bulgaria,14,61
9676212,Croatia,14,63
10228272,Tonga,14,25
10228272,Liberia,14,19
10228272,Slovakia,14,16
10228272,The Azores,14,17
11348282,Bulgaria,14,62
12101862,The Azores,14,18
14159148,Croatia,14,64
14293310,Hungary,14,57
14293310,Croatia,14,65
14363353,Peru,14,96
14589119,Macedonia,14,1
14700316,Fiji,14,99
14749606,Myanmar,14,61
15012486,Peru,14,97
15066760,Tonga,14,26
15485441,Solomon Islands,14,81
15492359,Solomon Islands,14,82
15670515,Solomon Islands,14,83
15754281,Peru,14,98
16409683,Bolivia,14,72
17365848,Fiji,14,100
17380167,Tonga,14,27
17919972,Bolivia,14,73
18332190,Myanmar,14,62
18332190,Georgia,14,5
18332190,Macedonia,14,2
18909186,Slovakia,14,17
19923144,Peru,14,99
20536157,Peru,14,100
20536157,Mongolia,14,54
20626359,Slovakia,14,18
20626359,The Azores,14,19
21401523,Lithuania,14,6
21447363,Croatia,14,66
22536055,Slovakia,14,19
23413363,Tonga,14,28
23976386,Hungary,14,58
23976386,Bolivia,14,74
25267500,Tonga,14,29
25365536,Belarus,14,78
25379996,Hungary,14,59
26462022,Hungary,14,60
27067896,Croatia,14,67
27860681,Liberia,14,20
28706024,Solomon Islands,14,84
30313925,Belarus,14,79
30313925,Hungary,14,61
30313925,Liberia,14,21
33933259,Bulgaria,14,63
34616856,Latvia,14,17
34713362,Bulgaria,14,64
37888761,Croatia,14,68
39559926,Bolivia,14,75
44886859,Bulgaria,14,65
45621423,Myanmar,14,63
45621423,Georgia,14,6
51241574,Hungary,14,62
54515483,Hungary,14,63
56377143,Mongolia,14,55
56377143,Lithuania,14,7
56505125,Bulgaria,14,66
60586908,Bolivia,14,76
73287339,Myanmar,14,64
74286565,Bolivia,14,77
74580436,Myanmar,14,65
78410911,Croatia,14,69
79293791,Solomon Islands,14,85
79293791,Myanmar,14,66
80316128,Croatia,14,70
90558638,Bolivia,14,78
91478624,Bolivia,14,79
100731315,Bolivia,14,80
101743223,Croatia,14,71
106062176,Liberia,14,22
106062176,Slovakia,14,20
106317808,Hungary,14,64
121428165,Hungary,14,65
124476322,Tonga,14,30
131574396,Bolivia,14,81
132681657,Bolivia,14,82
164748570,Hungary,14,66
166607010,Bolivia,14,83
166739404,Solomon Islands,14,86
169479716,Bulgaria,14,67
218730857,Mongolia,14,56
218730857,Latvia,14,18
243381107,Myanmar,14,67
243381107,Bolivia,14,84
260206159,Latvia,14,19
260907612,Latvia,14,20
293061826,Croatia,14,72
297169759,Mongolia,14,57
373471064,Myanmar,14,68
382267114,Bulgaria,14,68
487118986,Belarus,14,80
740216334,Myanmar,14,69
821045162,Estonia,14,2
742143,Tonga,13,31
759251,Tonga,13,32
759251,Georgia,13,7
783214,The Azores,13,20
783214,Georgia,13,8
807095,Liberia,13,23
2459371,Myanmar,13,70
2467791,Bulgaria,13,69
2467791,Croatia,13,73
2803191,Myanmar,13,71
3108351,Hungary,13,67
3108351,Croatia,13,74
5402612,Croatia,13,75
5920532,Tonga,13,33
5920532,The Azores,13,21
6017542,Solomon Islands,13,87
6449282,Latvia,13,21
10228272,Georgia,13,9
14159148,Bolivia,13,85
14159148,Bulgaria,13,70
14173315,Myanmar,13,72
14230524,Hungary,13,68
14301074,Tonga,13,34
14363353,Hungary,13,69
14499829,Belarus,13,81
14499829,Myanmar,13,73
14499829,Liberia,13,24
14700316,Belarus,13,82
15648827,Bolivia,13,86
15754281,Bolivia,13,87
15846407,Bolivia,13,88
15846407,Mongolia,13,58
16211434,Solomon Islands,13,88
16898427,Liberia,13,25
17093617,Solomon Islands,13,89
17365848,Croatia,13,76
17919972,Tonga,13,35
18332190,Estonia,13,3
18909186,Liberia,13,26
18909186,Estonia,13,4
18909186,Macedonia,13,3
19106719,Myanmar,13,74
19106719,The Azores,13,22
19397785,Bolivia,13,89
19913832,Hungary,13,70
20536157,Belarus,13,83
20536157,Hungary,13,71
20577579,Latvia,13,22
20626359,Liberia,13,27
20823928,Bolivia,13,90
21111883,Myanmar,13,75
21447363,The Azores,13,23
22536055,Myanmar,13,76
22650163,Latvia,13,23
23083404,Bulgaria,13,71
24016767,Croatia,13,77
25360913,Slovakia,13,21
26257166,Belarus,13,84
26565946,Hungary,13,72
26565946,Tonga,13,36
27260086,Tonga,13,37
27860681,Mongolia,13,59
28058878,Bolivia,13,91
28535982,Croatia,13,78
28706024,Hungary,13,73
30313925,Croatia,13,79
32388036,Hungary,13,74
33875003,Bulgaria,13,72
36072950,Croatia,13,80
36184220,Solomon Islands,13,90
38676903,Latvia,13,24
38679388,Bolivia,13,92
38679388,Bulgaria,13,73
41085467,Myanmar,13,77
44084633,Mongolia,13,60
44489439,Bolivia,13,93
50393960,Hungary,13,75
54904679,Latvia,13,25
64672345,Hungary,13,76
79293791,The Azores,13,24
79982405,Croatia,13,81
85603854,Hungary,13,77
87818409,Belarus,13,85
87818409,Bulgaria,13,74
88708191,Myanmar,13,78
92424604,Solomon Islands,13,91
106062176,Latvia,13,26
123109597,Bulgaria,13,75
124219028,Bulgaria,13,76
124476322,Lithuania,13,8
145211963,Bulgaria,13,77
174361486,Bolivia,13,94
180505807,Belarus,13,86
180505807,Hungary,13,78
180505807,Bolivia,13,95
180505807,Bulgaria,13,78
188870982,Bolivia,13,96
209780362,Bolivia,13,97
218730857,The Azores,13,25
243381107,Bulgaria,13,79
260852828,Bolivia,13,98
295626395,Croatia,13,82
305085584,Bolivia,13,99
312674238,Bolivia,13,100
533085085,Belarus,13,87
627673190,Hungary,13,79
761881166,Bulgaria,13,80
821045162,Myanmar,13,79
821045162,Mongolia,13,61
831709027,Croatia,13,83
1261895798,Croatia,13,84
428333,Latvia,12,27
428333,Slovakia,12,22
428333,Georgia,12,10
612473,Solomon Islands,12,92
612473,Myanmar,12,80
788524,Solomon Islands,12,93
788524,Bulgaria,12,81
816653,Myanmar,12,81
816653,Croatia,12,85
972651,Croatia,12,86
1367531,Myanmar,12,82
1652541,Georgia,12,11
2367911,Solomon Islands,12,94
5120691,Mongolia,12,62
5988062,The Azores,12,26
11856482,Bulgaria,12,82
11856482,Croatia,12,87
12101862,Latvia,12,28
13812592,Myanmar,12,83
14173315,Bulgaria,12,83
14230524,Belarus,12,88
14293310,Liberia,12,28
14511951,Myanmar,12,84
14589119,Bosnia and Herzegovina,12,1
15066760,Latvia,12,29
15479095,Croatia,12,88
15670515,Bulgaria,12,84
15670515,Croatia,12,89
15754281,Bulgaria,12,85
15846407,Tonga,12,38
16365636,Hungary,12,80
16365636,Tonga,12,39
16365636,Latvia,12,30
16409683,The Azores,12,27
16664681,Croatia,12,90
16898427,Slovakia,12,23
16898427,The Azores,12,28
17219108,Bulgaria,12,86
17471979,Slovakia,12,24
17919972,Hungary,12,81
18949452,Belarus,12,89
18949452,Myanmar,12,85
19110632,Tonga,12,40
19562228,Solomon Islands,12,95
19659118,Latvia,12,31
20562637,Solomon Islands,12,96
20823928,Belarus,12,90
20823928,Lithuania,12,9
21209392,Bulgaria,12,87
21887420,Hungary,12,82
22536055,Mongolia,12,63
23413363,Mongolia,12,64
23690344,Myanmar,12,86
24855060,Latvia,12,32
25073877,Hungary,12,83
25073877,Mongolia,12,65
25494886,Croatia,12,91
25521487,Belarus,12,91
27260086,Myanmar,12,87
29191391,Hungary,12,84
29956818,Bulgaria,12,88
31143957,Bulgaria,12,89
31311757,Solomon Islands,12,97
31311757,Myanmar,12,88
32253299,Tonga,12,41
32468665,Myanmar,12,89
33933259,Croatia,12,92
34507480,Belarus,12,92
36065771,Croatia,12,93
38676903,Lithuania,12,10
39943759,Latvia,12,33
42183750,Latvia,12,34
44849531,Latvia,12,35
45621423,Macedonia,12,4
46630288,Croatia,12,94
51241574,Belarus,12,93
51241574,Bulgaria,12,90
56377143,Myanmar,12,90
56377143,Estonia,12,5
74286565,Croatia,12,95
74594552,Myanmar,12,91
79320096,Mongolia,12,66
87704434,Croatia,12,96
87818409,Croatia,12,97
88271738,Croatia,12,98
90068946,Croatia,12,99
91478624,Liberia,12,29
95023423,Belarus,12,94
100220864,Myanmar,12,92
102499820,Myanmar,12,93
115044590,Hungary,12,85
115485051,Belarus,12,95
115624161,Myanmar,12,94
124476322,Estonia,12,6
124476322,Macedonia,12,5
133880286,Hungary,12,86
136361303,Myanmar,12,95
136646546,Croatia,12,100
155659213,Belarus,12,96
155659213,The Azores,12,29
166739404,Georgia,12,12
175356519,Bulgaria,12,91
180295902,Hungary,12,87
181561712,Tonga,12,42
260907612,The Azores,12,30
345454166,Bulgaria,12,92
348379865,Belarus,12,97
382267114,Solomon Islands,12,98
396682155,Bulgaria,12,93
627673190,Bulgaria,12,94
737550788,Bulgaria,12,95
928004335,Myanmar,12,96
1330457336,Liberia,12,30
1339835893,Mongolia,12,67
1339835893,Liberia,12,31
1536791610,Hungary,12,88
428333,Uzbekistan,11,2
612473,Bulgaria,11,96
742143,Georgia,11,13
759251,Latvia,11,36
759251,Liberia,11,32
759251,Slovakia,11,25
783214,Latvia,11,37
783214,Slovakia,11,26
783214,Philippines,11,1
807095,Macedonia,11,6
2097571,Liberia,11,33
2097571,The Azores,11,31
2142731,Myanmar,11,97
2467791,The Azores,11,32
3108351,Liberia,11,34
3108351,The Azores,11,33
4898091,Bulgaria,11,97
5402612,Georgia,11,14
6017542,Belarus,11,98
7212562,Liberia,11,35
12397052,Solomon Islands,11,99
12397052,Bulgaria,11,98
13466522,Myanmar,11,98
14159148,Hungary,11,89
14159148,The Azores,11,34
14173315,Solomon Islands,11,100
14230524,Slovakia,11,27
14293310,The Azores,11,35
14497313,Bulgaria,11,99
14511951,Belarus,11,99
14700316,Liberia,11,36
15012486,Bulgaria,11,100
15066760,Belarus,11,100
15066760,Myanmar,11,99
15378041,Liberia,11,37
15378041,Slovakia,11,28
15378041,The Azores,11,36
15425377,Slovakia,11,29
15432891,Slovakia,11,30
15846407,Slovakia,11,31
16267340,Myanmar,11,100
16694416,Hungary,11,90
17409452,Lagos,11,1
17471979,Uzbekistan,11,3
18909186,The Azores,11,37
18909186,Georgia,11,15
19106719,Latvia,11,38
19397785,Tonga,11,43
19617105,Slovakia,11,32
19617105,The Azores,11,38
20823928,The Azores,11,39
21401523,Latvia,11,39
21401523,The Azores,11,40
22059388,Lagos,11,2
22090282,Lithuania,11,11
22536055,Georgia,11,16
22748274,Latvia,11,40
22910295,The Azores,11,41
22919665,The Azores,11,42
25263074,Tonga,11,44
26462022,Slovakia,11,33
26886095,Hungary,11,91
27260086,The Azores,11,43
36184220,Hungary,11,92
38676903,The Azores,11,44
40205617,Hungary,11,93
44084633,Georgia,11,17
50374439,Hungary,11,94
50393960,Slovakia,11,34
51023549,Hungary,11,95
51241574,Liberia,11,38
51241574,Georgia,11,18
54149214,Philippines,11,2
54904679,The Azores,11,45
56377143,Macedonia,11,7
62452990,Philippines,11,3
63977305,Lagos,11,3
66975219,Latvia,11,41
71209897,Lagos,11,4
71536393,Latvia,11,42
72568426,Georgia,11,19
74311500,Tonga,11,45
74409069,Philippines,11,4
78021221,Georgia,11,20
79320096,Liberia,11,39
85289376,Liberia,11,40
87818409,Hungary,11,96
87818409,The Azores,11,46
91478624,Hungary,11,97
91478624,Georgia,11,21
106062176,Lithuania,11,12
119002935,Latvia,11,43
130782973,Hungary,11,98
132863116,Latvia,11,44
136361303,Georgia,11,22
140070953,Hungary,11,99
158314798,Tonga,11,46
171409557,Latvia,11,45
173992307,Hungary,11,100
229860431,Lagos,11,5
285332860,The Azores,11,47
343627165,The Azores,11,48
348379865,Georgia,11,23
470130723,Lagos,11,6
821045162,Lithuania,11,13
821045162,Uzbekistan,11,4
821045162,Macedonia,11,8
821045162,Lagos,11,7
1542862735,The Azores,11,49
428333,Lagos,10,8
742143,Latvia,10,46
742143,Lagos,10,9
759251,Lagos,10,10
783214,Tonga,10,47
807095,Uzbekistan,10,5
813286,Slovakia,10,35
813286,Macedonia,10,9
1367531,Georgia,10,24
1652541,Liberia,10,41
1652541,Macedonia,10,10
2467791,Liberia,10,42
3108351,Slovakia,10,36
3108351,Georgia,10,25
5402612,Latvia,10,47
5402612,Uzbekistan,10,6
5402612,Macedonia,10,11
5402612,Lagos,10,11
5920532,Lithuania,10,14
5920532,Macedonia,10,12
5988062,Liberia,10,43
5988062,Georgia,10,26
7587032,The Azores,10,50
10228272,Philippines,10,5
11348282,The Azores,10,51
11348282,Macedonia,10,13
12101862,Lithuania,10,15
14230524,The Azores,10,52
14293310,Tonga,10,48
14361155,Liberia,10,44
14589119,Philippines,10,6
14927814,Tonga,10,49
15425377,Latvia,10,48
15577108,Tonga,10,50
15846407,Georgia,10,27
16031536,Tonga,10,51
16211434,Tonga,10,52
16409683,Slovakia,10,37
16694416,Estonia,10,7
16898427,Philippines,10,7
17919972,The Azores,10,53
18332190,Uzbekistan,10,7
18436379,Tonga,10,53
18863815,The Azores,10,54
18863815,Georgia,10,28
18909186,Bosnia and Herzegovina,10,2
19397785,The Azores,10,55
19617105,Liberia,10,45
20626359,Lithuania,10,16
20626359,Estonia,10,8
20626359,Macedonia,10,14
20823928,Slovakia,10,38
21401523,Liberia,10,46
21759987,Slovakia,10,39
21764143,Lithuania,10,17
22090282,Tonga,10,54
22536055,Lithuania,10,18
22919665,Lithuania,10,19
23633284,Latvia,10,49
24291371,Lagos,10,12
25365536,Liberia,10,47
25387183,Liberia,10,48
26127689,Tonga,10,55
26223583,Latvia,10,50
26565946,Liberia,10,49
26565946,The Azores,10,56
30313925,The Azores,10,57
32337861,Latvia,10,51
33933259,The Azores,10,58
34507480,The Azores,10,59
34613288,The Azores,10,60
35180265,Maldives,10,1
36184220,Latvia,10,52
36670025,Liberia,10,50
39453212,Philippines,10,8
39975533,Lagos,10,13
41330603,Liberia,10,51
44409004,The Azores,10,61
45621423,Estonia,10,9
47459700,Georgia,10,29
50393960,Latvia,10,53
51241574,The Azores,10,62
51241574,Macedonia,10,15
54904679,Lithuania,10,20
56377143,Georgia,10,30
57320024,Lagos,10,14
59384593,Latvia,10,54
74286565,The Azores,10,63
85772748,Georgia,10,31
87818409,Liberia,10,52
89016624,Latvia,10,55
96735431,Liberia,10,53
112411597,Lagos,10,15
125346858,Lagos,10,16
140070953,The Azores,10,64
148685893,Lagos,10,17
155659213,Liberia,10,54
163823223,Latvia,10,56
177583133,Lagos,10,18
180295902,Latvia,10,57
180505807,The Azores,10,65
198437819,Latvia,10,58
218730857,Lithuania,10,21
218730857,Georgia,10,32
226951255,Bosnia and Herzegovina,10,3
245697549,Philippines,10,9
260907612,Liberia,10,55
265902729,The Azores,10,66
326359913,Georgia,10,33
342080796,Lagos,10,19
343627165,Lagos,10,20
373978904,Lagos,10,21
382267114,Slovakia,10,40
558797310,The Azores,10,67
627673190,The Azores,10,68
754823287,Tonga,10,56
761050963,Maldives,10,2
1330457336,The Azores,10,69
1536791610,Liberia,10,56
742143,Macedonia,9,16
759251,Uzbekistan,9,8
759251,Estonia,9,10
759251,Macedonia,9,17
807095,Latvia,9,59
807095,Philippines,9,10
813286,Lithuania,9,22
813286,Georgia,9,34
813286,Philippines,9,11
1379801,Lithuania,9,23
1652541,Latvia,9,60
1652541,Lagos,9,22
1774391,Tonga,9,57
2467791,Georgia,9,35
3108351,Macedonia,9,18
4970411,Liberia,9,57
5120691,Liberia,9,58
5186431,Tonga,9,58
5402612,Slovakia,9,41
5988062,Latvia,9,61
7212562,Lithuania,9,24
7212562,Georgia,9,36
9624742,Liberia,9,59
10228272,Latvia,9,62
10228272,Estonia,9,11
10933662,Latvia,9,63
11348282,Georgia,9,37
11348282,Estonia,9,12
14159148,Georgia,9,38
14173315,Georgia,9,39
14293310,Macedonia,9,19
14589119,Lagos,9,23
14872237,The Azores,9,70
15066760,Liberia,9,60
15066760,The Azores,9,71
15092616,Philippines,9,12
15425377,Tonga,9,59
16153562,Liberia,9,61
16193578,Georgia,9,40
16898427,Lithuania,9,25
16898427,Georgia,9,41
16898427,Estonia,9,13
17471979,Georgia,9,42
17899109,Liberia,9,62
17919972,Liberia,9,63
18647765,Georgia,9,43
19106719,Lithuania,9,26
19397785,Philippines,9,13
19583545,The Azores,9,72
19923144,The Azores,9,73
20015311,The Azores,9,74
20536157,Liberia,9,64
20536157,Georgia,9,44
20536157,Philippines,9,14
20596281,Liberia,9,65
21447363,Slovakia,9,42
22536055,Estonia,9,14
22536055,Macedonia,9,20
24886570,Georgia,9,45
25238117,Lagos,9,24
25365536,The Azores,9,75
25379996,Slovakia,9,43
27067896,Tonga,9,60
27260086,Liberia,9,66
27830610,The Azores,9,76
28535982,Latvia,9,64
34082810,Lagos,9,25
44510593,Tonga,9,61
44728980,Philippines,9,15
44994215,Lithuania,9,27
45621423,Bosnia and Herzegovina,9,4
45621423,Cape Verde,9,1
50374439,The Azores,9,77
50374439,Georgia,9,46
50393960,Tonga,9,62
50393960,Georgia,9,47
50393960,Macedonia,9,21
50393960,Philippines,9,16
51241574,Lagos,9,26
51737868,Maldives,9,3
56891751,Liberia,9,67
63701775,Philippines,9,17
69231187,Liberia,9,68
69231187,The Azores,9,78
69266428,Lagos,9,27
85318467,Lagos,9,28
85603854,The Azores,9,79
96108534,Slovakia,9,44
101743223,Slovakia,9,45
105119490,Tonga,9,63
106062176,Macedonia,9,22
119002935,Lithuania,9,28
124476322,Georgia,9,48
141052723,Georgia,9,49
156179071,Maldives,9,4
157011426,Lagos,9,29
202890266,Philippines,9,18
209708391,Tonga,9,64
214791922,Georgia,9,50
243381107,The Azores,9,80
245443647,Maldives,9,5
260907612,Lithuania,9,29
265902729,Lagos,9,30
297169759,Tonga,9,65
297169759,The Azores,9,81
306340109,Maldives,9,6
330826792,Philippines,9,19
361812003,Tonga,9,66
372755940,Lagos,9,31
380420755,Georgia,9,51
413487212,Tonga,9,67
491711002,Maldives,9,7
494146210,Maldives,9,8
740336334,The Azores,9,82
821045162,Bosnia and Herzegovina,9,5
821045162,Cape Verde,9,2
1093090866,Liberia,9,69
1339835893,The Azores,9,83
1536791610,The Azores,9,84
2668909476,Lagos,9,32
2914442873,Lagos,9,33
3440200642,Lagos,9,34
428333,Macedonia,8,23
428333,Philippines,8,20
612473,Georgia,8,52
742143,Slovakia,8,46
742143,Uzbekistan,8,9
759251,Philippines,8,21
783214,Macedonia,8,24
807095,Lagos,8,35
813286,Latvia,8,65
813286,Uzbekistan,8,10
813286,Lagos,8,36
1367531,The Azores,8,85
2097571,Tonga,8,68
2367911,Georgia,8,53
2467791,Latvia,8,66
2467791,Macedonia,8,25
4898091,Georgia,8,54
5920532,Georgia,8,55
5920532,Estonia,8,15
5988062,Uzbekistan,8,11
5988062,Macedonia,8,26
6017542,The Azores,8,86
6017542,Lagos,8,37
6449282,Liberia,8,70
6449282,Georgia,8,56
8161232,Slovakia,8,47
8161232,Estonia,8,16
9676212,Tonga,8,69
10017472,Tonga,8,70
10933662,Slovakia,8,48
11348282,Lithuania,8,30
11856482,Slovakia,8,49
12101862,Georgia,8,57
12397052,Tonga,8,71
14173315,The Azores,8,87
14230524,Liberia,8,71
14230524,Georgia,8,58
14293310,Slovakia,8,50
14293310,Uzbekistan,8,12
14361155,The Azores,8,88
14363353,Latvia,8,67
14363353,Slovakia,8,51
14369314,Slovakia,8,52
14399483,Georgia,8,59
14511951,Liberia,8,72
14677919,The Azores,8,89
14684852,Maldives,8,9
14700316,The Azores,8,90
14872237,Liberia,8,73
15066760,Slovakia,8,53
15066760,Estonia,8,17
15425377,Macedonia,8,27
15448383,Philippines,8,22
15485441,Georgia,8,60
15846407,Liberia,8,74
15846407,Macedonia,8,28
16365636,Slovakia,8,54
16365636,The Azores,8,91
16675133,Maldives,8,10
17219108,Tonga,8,72
17471979,Latvia,8,68
17471979,Liberia,8,75
17471979,Macedonia,8,29
17842366,Georgia,8,61
18148907,Lithuania,8,31
18213483,Liberia,8,76
18332190,Cape Verde,8,3
18949452,Liberia,8,77
19058681,Tonga,8,73
19106719,Liberia,8,78
19106719,Uzbekistan,8,13
19110632,Slovakia,8,55
19110632,The Azores,8,92
19397785,Liberia,8,79
19397785,Slovakia,8,56
19397785,Lagos,8,38
20536157,Slovakia,8,57
20626359,Georgia,8,62
20646711,Liberia,8,80
21401523,Estonia,8,18
21887420,Slovakia,8,58
